RID	Regulator	Target	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
RID02144	CCDC26	BCL2	0.36861	0.00163	0.52462	0.86359	0.05334	0.0258	0.96452	0.61781	0.94047	0.0686	0.32957	0.27849	0.29058	0.21339	0.02141	0.21342	0.04996	0.79335	0.16781	3e-05	0.00018	0.77617	0	0.03186	0.29833	0.00219	0.50805	0.01159	0.5985	0.22394	0.41174	0.71959	0.17129
RID02145	MALAT1	IQGAP1	0.07406	0.17871	0.00123	0.00318	0.13856	0.00029	0.00018	0.66468	0.396	0.1691	0.37302	0.03487	0.00035	0.2396	0.99483	0	0.30267	0.01314	0.03835	0	0.02089	0.30873	0	0.12136	0.00024	0	0.00202	0.25059	0.14175	0	0.41583	0.40159	1e-04
RID02146	MALAT1	ANXA2	0.38817	0.01002	0	0.38423	0.60251	0	0.39306	0.00288	0.51896	0.04134	0.60549	2e-05	0.45647	0.22424	0.4407	0	5e-05	0.02662	0.91277	0.03544	0.20131	0.88646	0.04246	0.13394	4e-05	0.25295	0.00492	0	0	0.26017	0.00156	0.56651	0.79774
RID02147	MALAT1	KRAS	0.99575	0.01975	0.00108	0.02055	0.08891	0.00515	0.00165	0.10908	0.06877	0.00042	0.16819	0.79099	0.00191	0.07067	0.58256	0	0.8504	0.00828	0.32111	0.09801	0.0589	0.85817	0.05192	0.07899	0.50369	0.00192	0.26636	0.12829	0.46076	0	0.05227	0.99743	0
RID02148	WSPAR	EPCAM	0.5734	0.00116	0.35752	9e-05	0.15713	0.06152	0.39145	0.81159	0.02876	0.5089	0.22075	0.46716	9e-05	0.55346	0.04218	0.65369	0.89028	0.80049	0.70897	0.19991	0.58866	0.012	0.18966	0.51548	0.69562	0.81378	0.06711	0.33961	0.29028	0.19055	0.90813	0.9968	0.80396
RID02149	WSPAR	SNAI2	0.00012	0.14062	0.19034	0.6425	0.45294	0.88912	0.34403	0.79605	0.44348	0.00168	0.72438	0.23183	0.88121	0.71765	0.62043	0.50181	0.66848	0.28647	0.56949	0.60152	0.8367	0	0.90386	0.44924	0.815	0.59597	0.44674	3e-05	0.77454	0.18379	0.63244	0.77268	0.49463
RID02152	UCA1	CDKN1B	0.45229	2e-05	0.15958	0.08429	0.42782	0.55195	0.16242	0.91585	0.00525	0.07591	0.96922	0.00069	0.12603	0.17841	0.00166	0.03408	0.47066	0.77944	0.7185	0.27553	0.61086	0.61664	0.25652	0.01905	0.83019	0.3012	0.89296	0.7416	0.1851	0.00623	0.05643	0.91952	0.00028
RID02153	CYTOR	ERBB4	0.27252	0.00303	0	0.28722	0.19802	0.35519	0.46645	0.27168	6e-05	0.41	0.32144	0.01138	0.67808	0.29436	3e-05	0	0	0.01837	0.00568	0.02199	0.03485	0.91369	0.53658	0.81287	0.51903	0.14334	0.2073	0.24253	0.00462	0.44662	0.1104	0.61265	0.39389
RID02154	HOTTIP	BABAM2	0.42518	0.02505	0.47383	0.23232	0.83045	0	0.31829	0.00106	0.73963	0.00503	0.77914	0.90644	0.05549	0.51596	0.95288	0.17421	0.72226	0.00172	0.14532	0.21499	0.05777	0.91022	0.43763	0.08851	0.19761	0.84151	0.00085	0	0.00018	0.49708	0.68469	0.3041	0.09194
RID02155	HOTTIP	CDK2	0.26639	0.024	0.3543	0.04178	0.59365	0.06129	0.02674	0.62031	0.93869	0.9324	0.81232	0.92805	0.20291	0.42481	0	0	0.00018	1e-05	0.10086	1e-05	0.00724	0.57012	0	0.44529	0.02412	0.05302	0.48395	0.04658	7e-05	0.29604	0.00049	0.15218	0.58546
RID02156	HOTTIP	CCNA2	0.01179	0.05877	0.96826	0.4378	0.01067	0.37342	0.04291	0.79937	0.06877	0.9213	0.27619	0.00024	0	0.32498	0	0.00081	0.00085	0.6302	0.63849	0.00596	0.77803	0.2224	0.67742	0.7379	0.10794	0.51397	2e-05	0.6001	0.70086	0.23874	0.25543	0.19182	0.14992
RID02157	HOTTIP	TP53	0.2535	0.5693	0.70646	0.63258	0.96161	0.00333	0.02499	0.49081	0.38755	0.86465	0.5577	0.45967	0.60352	0.11589	0	0.07856	0.70268	0.99824	0.25048	0.19635	0.57418	0.51217	0.04836	0.24773	0.00488	0.11574	0.12133	0.00181	0.00068	0.24686	0.83113	0.99435	0.5231
RID02159	H19	FOXM1	0.22935	0.6843	0.80469	0.99457	0.43324	0.00703	0.48945	0.90425	0.11875	0.36988	0.58244	0.18269	0.53213	0.26982	0	0.08046	0	0.58997	0.80189	0.95181	0.04531	0.99854	0.41673	0.85945	0.02692	0.19736	0.00199	0.11335	0.00465	0.58567	0.14062	0.38176	0.08971
RID02166	H19	MTOR	0.56977	0.81166	0.54082	0.79299	0.39464	0.40785	0.79831	0.9993	0.74261	0.44974	0.83368	0.73414	0.72247	0.32879	0.03937	0.0488	0.00011	0.00273	0.76058	0.00014	0.25073	0.00782	0.28811	0.65251	0.08024	0.88464	0.02636	1e-05	0.67494	0.90213	0.57901	0.39102	0.4059
RID02167	H19	VEGFA	0.25713	0.50076	0.10037	0.35668	0.37811	0.61663	0.3063	0.82159	0.68583	0.01381	0.6501	0.3485	1e-05	0.72185	0.00692	0.71616	0.25837	0.00913	0.00377	0.23524	0.55287	0.06833	0.18837	0.88934	0.8844	0	0.49334	0	0.00019	0.46476	0.42918	0.32667	0.89231
RID02169	NEAT1	MYC	0.92403	0.95548	0.06722	0.06621	0.83495	0.00484	0.85849	0.82641	0.83933	0.46494	0.87386	0.16417	0.06159	0.00244	0.00068	0.30052	0.02797	0.38473	0.24538	0.00431	0.53634	0	0.39202	0.14709	0.02285	0.56419	0.07267	0.00774	0.07707	0.03936	0.17134	0.22347	0.07016
RID02170	NEAT1	EIF4G1	0.40245	0.00521	0.13847	0.02084	0.13969	0.00681	0.04509	0.00804	0	0.7959	0.01799	0.09635	0.99859	0.86083	0	0.06532	0.71627	0.02123	0.55412	1e-04	0.00106	0.90172	0.0051	0.3895	0.59064	0.00442	0.00012	0.08089	0.29882	0	0.1266	0.18035	0.29981
RID02171	NEAT1	MMP2	0.85898	0.00633	0.00816	0.32266	0.56775	0.80972	0.99485	0.45533	0.72607	0.02999	0.00942	0.00219	0.32878	0.5282	0	0.87453	0.01885	0.23915	0.89802	0.25905	0.23472	0.42835	0.04013	0.41294	0.002	0.16727	0.42673	0.00111	0.0325	0.00803	0.00732	0.13625	0.66791
RID02172	NEAT1	MMP7	0.91584	0.01764	4e-05	0.15504	0.69297	0.11681	0.40652	0.22384	0.80673	0.36979	0.76343	0.14603	0.56548	0.15636	0.00041	0	0.10075	0.97702	0.52998	0.13117	0.2281	0.65753	0.10824	0.56479	0.3311	0.57705	0.38587	4e-05	0.03917	0.00044	0.7053	0.67971	0.95908
RID02175	TUG1	POU2F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-05	0
RID02177	MALAT1	BIRC7	0.38596	0.49571	0.09585	0.35474	0.61473	0.19596	0.54607	0.00812	0.00543	0.00117	0.60966	0.62258	0.54185	0.31486	0.00128	0.21192	0.23152	0.5226	0.19215	0.14431	0.6252	0.12753	0.04938	0.93996	0.25493	0.01318	0.25644	0.2308	0.10693	0.90586	0.98709	0.21764	0.52619
RID02178	CASC2	MAPK3	0.00926	2e-04	0	0.00054	0	0.83656	0.01754	0	0.01691	0.36269	0.36661	0	0	0.07219	3e-05	0	5e-05	0	8e-05	0	0.2291	0	3e-05	0.91931	0.07562	0.00971	0.00094	0	0	0	0.01778	0.02097	0.72973
RID02179	CASC2	MAPK1	0.07157	0	0	0.00043	0.29806	0	6e-05	0.1036	0.00375	0	0.24125	0	0	0.84029	0	0	0.0056	0.51175	0.14163	0	0	0	0	0.00019	2e-05	0	0	0.00136	0	0	4e-05	0.18089	0.00225
RID02180	CASC2	MAPK8	0.00043	0	0	0	0.0358	0	0	0	0.13368	0	0.00107	0	0	0	0.07168	0	0.03281	0	0.08241	0	0	0	0	3e-05	0	0	0	0	0	0	0	0.00431	0
RID02181	IRAIN	KLF2	0.24152	0.34164	0.77522	0.18356	0.74751	0.00567	0.29222	0.01096	0.78399	0.74197	0.50001	0.99005	0.47521	0.0055	0.69948	0.02052	0.16058	0.02836	0.02415	0.00803	0.11597	0.19904	0.12171	0.01899	0.07782	0.00512	0.33483	0.59541	0.39281	0.79943	0.13542	0.1767	0.11786
RID02182	IRAIN	CDKN2B	0.00042	0.1071	0.54872	0.1177	0.00121	0.7927	0.26542	0.99274	0.95035	0.0093	0.28203	0.0145	0.29699	0.2013	0.6681	0.59062	0.60684	0.41433	0.41357	0.00141	0.92604	0.70662	0.55539	0.79108	0.4606	0.39227	0.78936	0.54303	0.83836	0.22475	0.54269	0.78621	0.92521
RID02184	NEAT1	EZH2	0.43614	0.10405	0	0.92608	0.98423	0.91524	0.37737	0.05249	0.99719	0.00083	0.57882	0	0	0.38059	0.03507	0.01177	0.77395	0.10504	0.65261	0.02057	1e-05	0.90706	0.02293	0.00843	0.00086	0.74187	0.01046	0.07691	0.00036	0	0.43638	0.00344	0.00656
RID02185	HOTAIR	ABCC1	0.63466	0.07592	0	0.00572	0.28848	0.66695	0.17442	0.03722	0.87241	0.38921	0.52838	0.00999	0.33467	0.75315	0	0.00062	0.43047	0.17843	0.29294	0.75308	0.13036	0.08602	0.75309	0.79808	0.4541	0.01784	0.82607	0.20343	0.74487	0.08258	0.65432	0.34088	0.92958
RID02187	MALAT1	EGFL7	0.20334	0.04261	0.00025	0.39655	0.19509	0.00061	0.06655	0.56617	0.13427	0.41801	0.1282	0.22541	0.20492	0.00028	0.00096	0.0137	0.00089	0.00481	0.29897	0.99375	0.0337	0.0093	0.00049	0.55828	0.0021	0.07805	0.82621	0.18341	2e-05	0.95083	0.13169	0.80465	0.00459
RID02193	LINC-ROR	HNRNPD	0.51103	0.14686	0.89933	0.06418	0.30876	0.02261	0.95863	0.65605	2e-05	0.00015	0.08713	0	0	0.2907	3e-05	0.00061	0.00105	0.15991	0.4521	0.01895	0.00037	0.03932	0.05977	0.00068	0.00835	0.00332	0.11047	0	0	0.09663	0.56301	0.06645	0.34497
RID02194	LINC-ROR	PTBP1	0.10636	0.03368	0.05758	3e-05	0.4728	0.00987	0.64143	0.75064	1e-04	0	0.00255	0.00072	0	0.24968	3e-05	0.00225	1e-05	1e-05	0.82805	0.00309	1e-05	0.00412	0.46516	0.45693	0.00123	0.00077	0.01185	3e-05	0	0.00037	0.18931	0.32812	0.96765
RID02195	LINC-ROR	MYC	0.92038	0.15499	0.68947	0.33226	0.37341	0.01991	0.96622	0.11385	0.13333	0.03293	0.83925	0.01054	0.0202	0.00884	0.31437	0.00969	0.00423	0.00018	0.35718	0.01805	0.66219	0.35719	0.84989	0.95422	0.10076	0.18862	0	6e-05	0.53012	0.8735	0.00871	0.33236	0.2643
RID02197	miR-217	MALAT1	NA	0	0.04487	NA	NA	0	0.24032	0.84249	0.32069	0.87162	NA	0	NA	NA	NA	0.86397	0	0.34604	NA	0.89381	0.20052	NA	0.0024	NA	0.9256	NA	0.9509	NA	NA	NA	0	NA	NA
RID02198	NBAT1	DKK1	0.41478	0.15818	0.87522	0	0.53052	0.56857	0.5098	0.63698	0.01544	0.20392	0.79555	0.3824	0.31965	0.65438	0.61033	0.00893	0.27745	0.00011	0.39445	0.96571	0.46037	0.76468	0.75186	0.47575	0.52319	0.922	0.91768	0.00193	0.17791	0.74269	0.80714	0.60121	0.41167
RID02199	LUADT1	CDKN1B	0.00169	0.38861	0.42642	0	0.01727	0.07621	0.71835	0.0065	1e-05	0.14321	0.21087	0.04518	0.42119	0.02058	6e-05	0.03443	0.40314	0.17495	0.01858	0.00229	0.0744	0.69517	0.015	0.00627	1e-05	0.04265	0.37032	0.63816	0	0.04808	0.86589	0.62316	0
RID02200	NEAT1	MET	0.71603	0.58552	0.01817	0.07693	0.71908	0.85972	0.64031	0.6293	0.87292	0.02848	0.06884	5e-04	0.53526	0.30112	0.48355	0.10651	0.98041	0.96429	0.12166	0.02224	0.03386	0.33202	0.46931	0.04197	0.83342	0.61729	0.52297	1e-05	0.52521	0	0.06002	0.16219	0.01805
RID02201	GPLD1	CDKN2B-AS1	0.0121	0.77112	0	0.00114	0.58476	0.00837	0.55287	0	0.78164	0.41858	0.7789	0	0	8e-05	0.0036	0.10697	8e-05	0.23427	0.63578	0.00379	0.51025	0.01184	0	0.1762	0.54632	0.12144	0.00032	0.0547	0.09673	0.10098	0	0.00546	8e-05
RID02202	LINC01426	RUNX1	0.00017	0	0	0.00011	0.11497	0	0.2463	0.04117	0.00017	0.00049	0	0	0	0.21387	0	0	0	0	0.00157	0.00032	3e-05	0	0	0.31448	0	0	2e-05	0.00686	0	0.0299	0	0.01203	0.31424
RID02208	MYC	H19	0.87678	0.89707	0.84516	0.9883	0.61779	0.0418	0.63833	0.13869	0.06721	0.00068	0.56958	0.90117	0.59132	0.02017	0.46919	0.65181	0.62473	0.42843	0.87381	0.18234	0.03508	0.15756	0.60225	0.23132	0.61535	0.47362	0.82672	0	0.00297	0.31154	0.0561	0.43099	0.31985
RID02209	PANTR1	POU3F3	0.27284	0	0	0	0	0	0.03583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00245	0	0	0	0	0	0	0	0	0
RID02210	HOTAIR	ASTN1	0.13069	0	0.79684	0.0022	0.85798	0.00217	0.14298	0.0781	0.50514	0	0.61745	0.94082	0.53562	0.11566	0.07545	0.00366	0.50535	0.0155	0.03642	0.39349	0.26531	0.00102	0.38727	0.68879	0.12376	0	0.52562	0.00992	0.98169	0.7487	0.14075	0.29043	0.90743
RID02211	HOTAIR	PCDHA1	0.97402	0.03648	0.00438	0.96672	0.54412	0.95507	0.72868	0.68366	0.25524	0.17757	0.71445	0.00011	0.01083	0.52573	0.22559	0.0669	0.41042	0.23005	0.99898	0.29662	0.22346	0.86297	0.08746	0.64981	0.36932	8e-05	0.09242	0.33333	0.65384	0.18222	0.0851	3e-05	0.78404
RID02212	HOTAIR	MUC5AC	0.88061	0.63358	0.61025	0.27823	0.00374	0.43981	0.58682	0.05866	0.51654	0.82527	0.88005	0.61201	0.52915	0.74978	0.46599	0.85561	0.75054	0.70662	0.80996	0.12084	0.8909	0.63764	0.49622	0.7895	0.60159	0.70981	0.57147	0.11855	0.56976	0.90457	0.68366	0.4299	0.66259
RID02213	HOTAIR	NTM	0.13926	0.02417	0.00302	0.98842	0.94058	0.77551	0.84864	0.96099	0.42533	0.93836	0.7691	0.00028	0.3533	0.10624	0.04759	0.85623	0.57833	0.57662	0.70793	0.14443	0.80664	0.8662	0.00084	0.94021	0.55512	0.00345	0.19103	0	0.44001	0.53279	0.07155	0.89889	0.96468
RID02214	HOTAIR	PTK2B	0.52416	0.19611	0.02274	0.05223	0.6471	0.52651	0.00059	0.95266	0.75957	0.21762	0.22156	0.03659	0.22211	0.74247	0.54908	0.34811	0.07247	0.3361	0.09783	0.32823	0.81026	0.00136	0.0453	0.43171	0.78794	0.62433	0.33697	0.50961	0.09897	0.5316	0.17408	0.68292	0.44748
RID02215	AR	PCAT18	0.77884	0.01105	0	0.60003	0.60187	0	0.65659	0.9776	0	0.00082	0.72933	0.93697	0.04407	0.37101	0.96578	0.0063	0.70789	0.65552	0.30964	0.01256	0.44162	0.07219	0.36929	0.6791	0	0.07474	0.27424	0.54684	0	0.38251	0.11155	0.35761	0
RID02216	CDKN2B-AS1	CARD8	0.07269	0.12133	0.00077	0.04132	0.92224	0.84548	0.06049	0.00209	0.02975	0.00052	0.56919	0	0	0.00017	3e-05	0.0468	0.01234	0	0.24189	0	0.3166	0.25575	0	0.56231	0.58336	0.20148	0.71037	0.0011	0.13949	0.00083	0.00225	0.46305	0
RID02217	H19	EZH2	0.89075	0.11116	0.96964	0.37292	0.19384	0.33891	0.75786	0.72116	0.17239	0.09783	0.62117	0.68166	0.51011	0.36018	0	0.13397	0	0.46978	0.40839	0.18355	0.91509	0.78888	0.14325	0.98896	0.03222	0.00019	6e-05	0.49404	0.01423	0.34126	0.60352	0.29386	0.33097
RID02218	HGF	H19	0.59364	0.2076	0.10228	0.14147	0.05914	0.69745	0.51773	0.98091	0	0.52691	0.19189	0.3298	0.64002	0.55542	0.10307	0.10192	0.90732	0.59981	0.49646	0.70571	0.92935	0.53331	0.77511	0.09954	0.67027	0.70806	0.33222	0	0.00949	0.13807	0.67531	0.61083	0.8219
RID02219	MALAT1	EZH2	0.27332	0.91779	0.00705	0.0206	0.67512	0.00109	0.02823	0.14269	1e-05	2e-04	0.29904	0.61709	0	0.0287	0.00103	0	0.1569	0	0.38597	0	0.09487	0.0116	0.15239	0.25908	0	0.18068	0.12702	0.00326	0.017	0.42653	0.14012	0.38619	0
RID02220	MALAT1	CDKN1A	0.51068	0.16375	5e-05	0.01073	0.85165	0.01305	0.06844	0.84787	0.49501	0.59844	0.81078	0.00778	0.32349	0.13419	0.67279	0.00159	4e-05	0.29276	0.91829	0.00108	0.17283	0	0.04599	0.79525	0.00799	0.00724	0.00309	0	0.18824	0.06387	0.02748	0.68172	0.93126
RID02221	MALAT1	CDKN1B	0.55477	0.20985	0	1e-05	0.1646	0	0	0.81187	0.27136	1e-05	0.21837	0.00195	0.28914	0.43083	0.00143	0	0.00061	0.00179	0.14247	0.16405	0	0.0269	0	0.53445	0	0	0.00715	0	0.00227	5e-05	0.04587	0.7371	0
RID02223	MALAT1	miR-200c	NA	0.07552	0.68585	0.03747	NA	0.90058	0.95586	0.51238	NA	0	0.01673	0.6616	0.04505	0.98043	0.48937	0.20603	0.64701	0.0046	NA	0.59324	0	0.81026	0.99578	0.10446	0.04407	0.14998	0.28826	0.11219	0	0.77931	0.89445	0.80141	NA
RID02224	PCA3	PRKD3	0.38646	0.00041	0.01677	0.60562	0.44147	0.00077	0.46811	0.58913	0.79505	0.25965	0.10334	0.03894	0.0012	0.0313	0.01698	0.87933	0.02919	0.83064	0.17859	0.38061	0.80884	0.92871	0.44682	0.15003	0.066	0.90022	3e-05	0.81402	0.02933	8e-05	2e-05	0.61124	0.02196
RID02225	SNAI1	PCA3	0.78592	0.25995	0.03289	0.46452	0.12974	0.02343	0.4985	0.01082	0.22885	0	0.00039	0.15841	0.51802	0.21971	0.41051	0.69083	0.00569	0.56406	0.00059	0.15758	0.00724	0.18119	0.01139	0.65011	0.08304	0.5943	0.65998	0.00215	0.34992	0.10375	0.55645	0.84586	0.00207
RID02228	SMILR	HAS2	0.125	0	0	6e-05	0	0.0116	0.7765	0.00257	0	0	0.85863	0	5e-05	0.00012	0.69594	0.189	0	0	0.00016	0	0.00641	0.80656	0	0.00357	0	0	0.01049	0.00661	0	0	8e-05	0.00014	0.85767
RID02231	SNHG15	MMP2	0.00132	0.31593	0.00026	4e-05	0.31876	0.00034	0.89223	0.79137	0.95283	0	4e-05	0.76601	0.12674	0.0539	0.09613	0.02759	0.31742	1e-05	0.68524	0.00075	0.31138	0.29989	0	0.07187	0.15561	0.15227	0.12141	0.00068	0.01015	0.00778	0.00175	0.53786	0.2753
RID02232	SNHG15	MMP9	0	0.81723	0.05783	0.53581	0.59615	0.04437	0.16451	0.98062	0.36717	0.02902	3e-05	0.00043	0.39428	0.39002	0.53853	0.00797	0.67858	0.98906	0.45535	0.14826	0.0025	0.72626	0.80538	0.40297	0.42587	0.41832	0.60282	0.0391	0.75084	0.98359	0.56333	0.90197	0.15948
RID02233	HULC	SPHK1	0.74628	0.00948	0.1329	0.63101	0.90549	0.0422	0.49908	0.89766	0.316	0.83643	0.1943	0.56685	0.09604	0.74083	0.69876	1e-05	0.00095	0.92742	0.6734	0.10187	0.93915	0.77236	0.44885	0.29981	0.55623	0.02986	0.01574	0.18984	0.00013	0.01307	0.66031	0.52972	0.26446
RID02234	UCA1	GLS2	0.67202	0.54118	0.1265	0.00635	0.93851	0.97633	0.42455	0.25507	0.0379	0.54248	0.45029	0.1344	0.65349	0.0048	0.02106	0.20135	0.41581	0.3637	0.95517	0.78763	0.08702	0.50529	0.0391	0.00835	0.97319	0.01515	0.92307	0.00142	0.00244	0.01327	0.62747	0.62676	0.52192
RID02235	PTCSC3	S100A4	0.7674	0.14139	4e-05	0.77592	0.43298	0.00924	0.30595	0.34461	0.00141	0.5253	0.94697	0.03807	0.10769	0.16787	0.00082	0.83562	0.0782	0.40502	0.56497	0.09545	0.52563	0.05873	0.03065	0.05118	0.22603	0.81918	0.17137	0.05938	0	0.00948	0.42756	0.99728	0.02485
RID02238	YAP1	MALAT1	0.00216	0.77612	0.29076	0.52248	0.50062	0.31928	0.00011	0.91334	0.10358	0.86741	0.03013	0.09647	0.02092	0.78342	0.50738	0	0.87686	0.00968	0.00762	0.05728	0.20553	0.54486	0.17775	0.84021	0.00469	0.01807	0.88277	0	0.01479	0	0.05692	0.07069	0
RID02239	SRSF1	MALAT1	0.33744	0.02981	0.00026	0	0.07947	0.68828	0.00341	0.11667	0	0.00063	0.00093	0.08234	0	0.00045	0	0	0.00025	0	0.1295	0	0	0.00122	0.04068	0.29013	0	0	0.43992	0.0376	0	0	0.02471	0.05482	0
RID02241	IGF1	CRNDE	0.66945	0.04843	0.10776	0.46122	0.57187	0.43164	0.57263	0.43939	0.08154	0.51092	0.45143	0.00012	0.28112	0.07524	0.87813	0.03014	0.06582	0.98487	0.15183	0.36033	1e-05	0.05146	0.02965	0.64759	0.00042	0.64654	0.00182	0.16594	0.06035	0.25392	0.67304	0.00671	0.53214
RID02245	CDKN2B-AS1	BCL2	0.53577	0	0.00107	0.7388	0.01541	0.44246	0.77102	0.0108	0.15053	6e-05	0.11577	0.25679	0.00467	0.07022	0.00125	0.13473	0.28894	0	0.17654	0.71239	0.04182	0.39861	0	0.85908	0.00035	0.27347	0.2856	0	1e-05	0.46381	0.46176	0.57478	0
RID02246	CDKN2B-AS1	BAX	0.13189	0	0.27462	0.74847	0.91873	0.11241	0.0192	0.02413	0.94948	0	0.80835	0.36616	0.71786	0.766	0.09314	0.05238	0.9918	1e-05	0.9493	0	0.66759	0.94424	0	0.93675	0.00968	0.93792	0.12928	0.00122	0.00552	0.19568	0.01891	0.58519	0.03877
RID02247	CDKN2B-AS1	CYCS	0.14228	0.00019	0.00808	0.23865	0.56919	0.24186	0.46711	0.39424	0.68738	0.3356	0.02319	0.00344	0.01696	0.5733	0.69231	0.09181	0.05623	0.94206	0.71072	3e-05	0.01018	0.00997	0.0187	0.92808	0.10509	0.67052	0.13257	0.00015	0.00011	9e-05	0.00014	0.85343	0
RID02249	CDKN2B-AS1	CASP9	0.04037	0.43449	0.00971	0.50959	0.77652	0.22658	0.02412	0.09005	0.00281	0.00616	0.93854	0.00108	0	0.15842	0.02752	0.00711	0.28566	0.00044	0.29049	0	0.08715	0.0137	0.10068	0.11561	0	0.05882	0.01591	0.20675	0.0172	0.99935	0.00886	0.60894	0.00079
RID02250	CDKN2B-AS1	CASP3	0.01725	0.00057	0.59975	4e-04	0.17777	0.34191	0.62049	1e-05	0.59396	9e-05	0.96551	0.01306	0.0014	0.00123	0.17887	0	5e-05	0.02316	0.1379	0	0.24331	0.14307	0.4333	0.02423	1e-05	0.05853	0.83044	0.30827	0.00051	0.0253	0.16241	0.08705	0
RID02251	CDKN2B-AS1	PARP1	0.07452	0.00113	0.5758	0.11649	0.77434	0.04353	0.0416	1e-04	0.00052	0.00185	0.01259	0.95159	0.00337	0.92517	0.07107	4e-05	0.17873	0	0.61634	0	0.97969	6e-05	0.18698	0.01083	1e-05	0.17992	0.52037	0.00209	0.50648	5e-05	0.24996	0.39168	3e-05
RID02252	CDKN2B-AS1	CDKN2B	2e-05	0	0	1e-05	0.00234	0	0.08711	0.02938	0	0.52774	0	7e-05	0.03165	0	0	0	0	0	5e-05	0	0.00356	0	0.00706	0	0	0.09379	0	0	0	0.02551	0	0.04049	0
RID02253	CDKN2B-AS1	CDKN2B	2e-05	0	0	1e-05	0.00234	0	0.08711	0.02938	0	0.52774	0	7e-05	0.03165	0	0	0	0	0	5e-05	0	0.00356	0	0.00706	0	0	0.09379	0	0	0	0.02551	0	0.04049	0
RID02258	FOXM1	FRGCA	0.11802	0.03541	0	0.75312	0.30505	0.96136	0.4018	0.20776	0.46085	0.84231	0	0.04385	0.37719	0.79484	0.00039	0.1511	0.75996	0.07742	0.74912	0.4048	0	0.34936	0.85432	0.18936	0.17986	0.37662	0.76221	0.01562	0.13719	0.00921	0.00014	0.77542	0.10432
RID02260	AFAP1-AS1	AFAP1	0.49595	0.00057	0.00055	0.01343	0.0261	0.90077	0.35836	0.20015	0	0.15894	0.67952	0.05821	5e-05	0.00177	0	0	0	0	0.58984	0.23956	0.00065	0	0	0.36638	0.54203	0.8296	0.63714	0.08081	0	0.85283	0.00196	0.18642	0.01921
RID02261	AFAP1-AS1	AFAP1	0.49595	0.00057	0.00055	0.01343	0.0261	0.90077	0.35836	0.20015	0	0.15894	0.67952	0.05821	5e-05	0.00177	0	0	0	0	0.58984	0.23956	0.00065	0	0	0.36638	0.54203	0.8296	0.63714	0.08081	0	0.85283	0.00196	0.18642	0.01921
RID02263	SP1	CDKN2B-AS1	0.70024	0.00022	0.26679	0	0.72952	0.37635	0.03682	0.03815	0.27173	0.04633	0.02132	0.39908	0	0.01143	1e-05	0	0.2305	0.00027	0.54477	0	0.689	0.2385	0.00067	0.99333	0	0.22237	0.67906	0.00015	0.00129	0.57922	0.02928	0.01403	0
RID02266	TP53	TUSC7	0.82888	0.6226	0.82581	0.88474	0.88303	0.01261	0.91497	0.80587	0.13294	0.47734	0.61165	0.01683	0.00199	0.11883	0.92886	0.00898	0.00075	0.76532	0.23973	0.42015	0.46617	0.31826	0.13593	0.90525	0.02178	0.03377	0.0449	0.41352	0.17163	0.79699	0.00575	0.76603	0.42714
RID02271	BOK-AS1	CCN4	0.0477	0.82373	0.64336	0.84127	0.70696	0.23275	0.70342	0.10889	0.78528	0.07067	0.7191	0.01816	0.86263	0.32722	0.39787	0.02672	0.50228	0	0.92758	0.56858	0.18951	0.79237	0.01072	0.33182	0.3366	0.88431	0.55283	0.2376	0.61367	0.2806	0.64182	0.196	0.66898
RID02274	CDKN2B-AS1	KLF2	0.10362	0.09895	1e-05	0.0076	0.34749	0.04421	0.31403	0.54991	0.61952	0.71243	0.55442	0.00222	0.10113	0.86625	0.73836	0.17431	0.05506	0.39913	0.23515	0.69512	0.71312	0.81753	0.20543	0.6374	0.00133	0.319	0.52794	1e-04	0.00399	0.85049	0.03663	0.31094	0.47615
RID02275	CDKN2B-AS1	CDKN1A	0.97896	1e-05	0.94364	0.70909	0.32359	0.01829	0.6804	0.28242	0.22915	0.44705	0.25048	0.01757	0.85204	0.12043	0.11791	0	0.99158	0.27087	0.65868	0.00116	0.26733	0.36622	0.39219	0.04052	8e-05	0.84444	0.41366	1e-05	0.00603	0.63266	0.26481	0.55747	0.00615
RID02277	CDKN2B-AS1	miR-449a	NA	NA	0.79427	0.62699	NA	0.55384	NA	1e-04	0.71192	0.38318	NA	0.77798	NA	NA	0.37865	NA	0.00012	0.13116	NA	0.27728	NA	NA	0.05051	NA	0.81726	NA	0.52664	NA	NA	NA	0.53332	NA	NA
RID02278	AATBC	CCND1	0.55102	0.52151	5e-05	0.18126	0.97668	0.14164	0.82476	0.04012	0.21781	0.21242	0.84632	0.25152	3e-05	0.69322	0.07175	0.67234	0.08191	0.36458	0.13221	0.31577	0.0014	0.06821	0.32858	0.76684	0.52174	0.7723	0.03158	0.38746	0.01363	0.08549	0.06121	0.45803	0.00033
